,bhattacharyya,bhattacharyyaAngle,count,hellingerDistance,iso,kullbackLeiblerDivergence,labelAspect,labelData
9666,2.406478899650072,1.4805417420419391,41975,0.6146656420145318,ISL,1.4006439173521945,tag value length,water bodies
9667,1.797765063071271,1.404360249691221,21985,0.058769366148039424,ISL,0.01388028383322072,number of nodes,water bodies
9668,1.8308538043564144,1.409825392266377,969137,0.10538249971906077,ISL,0.043832057658103385,distance between nodes,water bodies
9669,1.7866802882185953,1.402487462527178,21985,0.014095814754639942,ISL,0.0007879333280278698,area,water bodies
9670,1.76106407404134,1.3980769538998512,71422,0.025975434535124287,ISL,0.0026910864874286717,street numbers,all buildings
9671,1.5769166311253917,1.3626861986906613,3877,0.2686496147265291,ISL,0.22774389898375508,levels,all buildings
9672,1.671029375920905,1.3816165301804582,38,0.16464331445223238,ISL,0.10004187508638185,population,towns
9673,2.0232459651271695,1.438182398831736,2223,0.18653807670277822,ISL,0.13774276413336717,elevation,peaks
9674,1.6836378818677784,1.3840149696209632,139423,0.1884088362969838,ISL,0.13134726356500873,bearing,ways
9675,2.2061141203961436,1.460444734505101,139423,0.2266546278711478,ISL,0.19955943723217084,bearing normalized,ways
9676,1.682401085621125,1.3837810848994292,84108,0.185717674071123,ISL,0.12760230964045252,bearing,roads
9677,2.202151020637685,1.4600047342120182,84108,0.22469266958731446,ISL,0.19755945704283376,bearing normalized,roads
9678,1.7212618894704452,1.390988675825723,2329,0.1932608729353704,ISL,0.14570782743602573,bearing,primary roads
9679,2.1976816581938508,1.4595064038241106,2329,0.2294888227983938,ISL,0.21443574542631688,bearing normalized,primary roads
9680,1.6749966011596347,1.3823745728352967,2834,0.1907499094565338,ISL,0.13097930542187985,bearing,secondary roads
9681,2.203713949397369,1.4601784680904089,2834,0.22393474867936342,ISL,0.19217721791643144,bearing normalized,secondary roads
9682,1.7057907600260036,1.388153875240152,4542,0.19497496196650246,ISL,0.14482575015297902,bearing,tertiary roads
9683,2.1986355250263,1.4596129485775684,4542,0.22358533178414455,ISL,0.19686392374001452,bearing normalized,tertiary roads
9684,1.6664517430694783,1.3807379702550737,9489,0.19276079955859107,ISL,0.13461950054669788,bearing,residential roads
9685,2.216825905384361,1.4616252075859972,9489,0.23335391204645617,ISL,0.21063691071870902,bearing normalized,residential roads
9686,1.7238423558116613,1.3914571047090905,10009,0.1780878033753398,ISL,0.12255450620710755,bearing,tracks
9687,2.182948220725229,1.4578475740900991,10009,0.22074815986406557,ISL,0.1979254274639342,bearing normalized,tracks
9688,1.679768644157495,1.3832822775664162,39352,0.20183789990043893,ISL,0.15155383349188994,bearing,waterways
9689,2.2214068130880307,1.4621261447098424,39352,0.23748253900291408,ISL,0.2177035108076475,bearing normalized,waterways
9690,1.6824624372180448,1.3837926938753824,5137,0.18688916580096565,ISL,0.12978206356810623,bearing,rivers
9691,2.1983150649964296,1.4595771653989464,5137,0.22073613417676594,ISL,0.18828874174755622,bearing normalized,rivers
9692,1.504500280317888,1.3467995971630657,191324,0.30778429142442143,ISR,0.324496636644686,number of versions,nodes with tags
9693,1.7186460185584467,1.390512543757565,250374,0.18109770872565484,ISR,0.12401944837753251,timespan between versions,nodes with tags
9694,1.7641593538534646,1.3986160889217742,674821,0.13774741291743975,ISR,0.07517258819722397,tag value length,nodes with tags
9695,1.3641038676157067,1.3123180947844673,698566,0.337270608889886,ISR,0.4304966614926681,number of versions,ways
9696,1.8150791725951743,1.4072431196010677,399955,0.02644543346785544,ISR,0.0027870478897898295,timespan between versions,ways
9697,1.9262596011459459,1.424583798345521,1321202,0.2537212735304041,ISR,0.26025102486983814,tag value length,ways
9698,2.14823542794763,1.4538399884105193,698566,0.34404657562012514,ISR,0.5761390573121099,number of nodes,ways
9699,1.7200031211589972,1.3907597196459642,6238338,0.05064512322470655,ISR,0.010352819107778962,distance between nodes,ways
9700,2.0131332959372963,1.4368264336433338,709477,0.1669846598830586,ISR,0.11488705651012578,length,ways
9701,1.248895428034692,1.2798891156131433,387315,0.5147967533695523,ISR,0.8571240340820684,number of versions,buildings
9702,1.7685375061406556,1.399375744632416,17605,0.031226005984461905,ISR,0.00389078174352452,timespan between versions,buildings
9703,1.9777302596080983,1.4319678334212864,482797,0.5013089335885499,ISR,1.1160596566136216,tag value length,buildings
9704,2.405244949142257,1.4804299994677852,387315,0.6049447396479785,ISR,1.5364800160216405,number of nodes,buildings
9705,1.5598887944396518,1.3590582869847587,1996660,0.1829108425722814,ISR,0.1327754276755889,distance between nodes,buildings
9706,1.6985124278002488,1.3868044888219229,387315,0.13263610523758618,ISR,0.06905553507416214,area,buildings
9707,1.548050848825793,1.3564977717975035,1730,0.2188472579855808,ISR,0.18739284174522255,number of versions,residential areas
9708,1.7543087030752542,1.3968943158872424,6308,0.04223606702843416,ISR,0.0070975823982936045,timespan between versions,residential areas
9709,1.853513171577364,1.4134622875487968,8140,0.26574047964758757,ISR,0.25259219788135445,tag value length,residential areas
9710,1.7493902243725707,1.3960280602076898,1730,0.09092494873902718,ISR,0.031518805302061,number of nodes,residential areas
9711,1.83423927737893,1.410374157383769,102879,0.07082072918300034,ISR,0.02013085152174214,distance between nodes,residential areas
9712,1.8952367518246145,1.4199420610356472,1730,0.0919534030859041,ISR,0.03435525805451703,area,residential areas
9713,1.507423275304753,1.347464490661454,139,0.22455771894700735,ISR,0.18776256112914208,number of versions,retail areas
9714,1.800853294947455,1.404878219346736,154,0.037784222243739035,ISR,0.005643253157176609,timespan between versions,retail areas
